Reading Airport file from airports.txt
Read Airports: There were 5740 Airports with IATA code
Reading Routes file from routes.txt
Read Routes: There were 68292 routes with IATA code
Calculating Page Rank
PageRank Result:
1636 : 0.000109642107987 -> Røssvoll Airport, Norway
1637 : 0.00010960835858 -> Valley Intl, United States
1638 : 0.000109495041839 -> Roma Airport, Australia
1639 : 0.000109331377289 -> Idaho Falls Rgnl, United States
1640 : 0.000109187006728 -> Maquehue, Chile
1641 : 0.00010902705718 -> Gove Airport, Australia
1642 : 0.00010902705718 -> Groote Eylandt Airport, Australia
1643 : 0.000109023856134 -> Fort Nelson, Canada
1644 : 0.000108802408364 -> Eduardo Falla Solano, Colombia
1645 : 0.000108740656484 -> Hilo Intl, United States
1646 : 0.000108641787913 -> Kerman, Iran
1647 : 0.000108639564236 -> Port Menier, Canada
1648 : 0.000108539535042 -> Macapa, Brazil
1649 : 0.000108380301352 -> Umea, Sweden
1650 : 0.00010821698066 -> Taiz Intl, Yemen
1651 : 0.000108181875142 -> Tupelo Regional Airport, United States
1652 : 0.000108178414406 -> Bronnoy, Norway
1653 : 0.000108109695715 -> Ndjamena Hassan Djamous, Chad
1654 : 0.000108092034582 -> Allakaket Airport, United States
1655 : 0.000107801959157 -> Tjilik Riwut, Indonesia
1656 : 0.000107799868095 -> Araxos, Greece
1657 : 0.00010775537546 -> Gladstone Airport, Australia
1658 : 0.000107724288951 -> Palonegro, Colombia
1659 : 0.000107713741519 -> Cabo Velas Airport, Costa Rica
1660 : 0.000107666775584 -> Memanbetsu, Japan
1661 : 0.000107574969701 -> Westerland Sylt, Germany
1662 : 0.000107448423761 -> Clovis Muni, United States
1663 : 0.000107402060987 -> Eelde, Netherlands
1664 : 0.000107367731264 -> Toyama, Japan
1665 : 0.000107334582267 -> Sunshine Coast, Australia
1666 : 0.000107231847363 -> Shreveport Rgnl, United States
1667 : 0.00010719399052 -> Wallblake, Anguilla
1668 : 0.000107127818039 -> Sidney-Richland Municipal Airport, United States
1669 : 0.000107127818039 -> Frank Wiley Field, United States
1670 : 0.000107013062698 -> Williams Lake, Canada
1671 : 0.000106999008919 -> Andenes, Norway
1672 : 0.000106729438022 -> Stronsay Airport, United Kingdom
1673 : 0.000106729438022 -> Sanday Airport, United Kingdom
1674 : 0.000106726871094 -> Hay River, Canada
1675 : 0.000106607051335 -> Normanton Airport, Australia
1676 : 0.000106411872668 -> Chicago Rockford International Airport , United States
1677 : 0.00010635981653 -> Svolvær Helle Airport, Norway
1678 : 0.000106194484518 -> Selawik Airport, United States
1679 : 0.000106194484518 -> Noatak Airport, United States
1680 : 0.000106120507464 -> Aspen Pitkin County Sardy Field, United States
1681 : 0.000106069228875 -> Sumburgh, United Kingdom
1682 : 0.000106046039923 -> Gode Airport, Ethiopia
1683 : 0.000106046039923 -> Kabri Dehar Airport, Ethiopia
1684 : 0.000105894028682 -> Grand Junction Regional, United States
1685 : 0.00010579183583 -> Barcelos Airport, Brazil
1686 : 0.000105775087534 -> Sault Ste Marie, Canada
1687 : 0.000105769440413 -> North Eleuthera, Bahamas
1688 : 0.000105682005898 -> Sorkjosen Airport, Norway
1689 : 0.000105577312987 -> Fascene, Madagascar
1690 : 0.000105561661356 -> Newport News Williamsburg Intl, United States
1691 : 0.000105382298269 -> Bangui M Poko, Central African Republic
1692 : 0.000105069160038 -> Carlos Alberto da Costa Neves Airport, Brazil
1693 : 0.0001049737634 -> East London, South Africa
1694 : 0.000104942146399 -> Perryville Airport, United States
1695 : 0.000104942146399 -> Igiugig Airport, United States
1696 : 0.000104861999436 -> Lawas Airport, Malaysia
1697 : 0.000104613135212 -> Valdez Pioneer Fld, United States
1698 : 0.000104613135212 -> Kenai Muni, United States
1699 : 0.000104599821262 -> Charlottetown, Canada
1700 : 0.000104443745637 -> Mutiara Ii, Indonesia
1701 : 0.000104390458445 -> Innsbruck, Austria
1702 : 0.000104290573226 -> Charles M Schulz Sonoma Co, United States
1703 : 0.000104289168303 -> Oguzeli, Turkey
1704 : 0.000104210795784 -> Tatalina Lrrs, United States
1705 : 0.000103976272097 -> Klawock Airport, United States
1706 : 0.000103975029613 -> Kake Seaplane Base, United States
1707 : 0.000103975029613 -> Excursion Inlet Seaplane Base, United States
1708 : 0.000103936302658 -> Yakutat, United States
1709 : 0.000103849303671 -> Madurai, India
1710 : 0.000103774193367 -> Flores, Portugal
1711 : 0.000103744068498 -> Terrace, Canada
1712 : 0.000103555853218 -> Ozamis, Philippines
1713 : 0.000103555853218 -> Butuan, Philippines
1714 : 0.000103555853218 -> Godofredo P, Philippines
1715 : 0.000103539269252 -> Whitehorse Intl, Canada
1716 : 0.000103491718815 -> Bratsk, Russia
1717 : 0.000103461678769 -> Wilkes Barre Scranton Intl, United States
1718 : 0.000103213801417 -> Yenbo, Saudi Arabia
1719 : 0.000103154568205 -> Batumi, Georgia
1720 : 0.000103143154763 -> London, Canada
1721 : 0.000102975780154 -> Dibrugarh Airport, India
1722 : 0.000102969560905 -> Ain Arnat Airport, Algeria
1723 : 0.000102877965185 -> Sohag International, Egypt
1724 : 0.000102788559999 -> Aizawl, India
1725 : 0.000102425469052 -> Cam Ranh Airport, Vietnam
1726 : 0.000102294664557 -> Cincinnati Muni Lunken Fld, United States
1727 : 0.000102285987601 -> Wanganui, New Zealand
1728 : 0.000102285987601 -> Taupo, New Zealand
1729 : 0.000102183648008 -> Zhoushan Airport, China
1730 : 0.000102144643316 -> Crooked Creek Airport, United States
1731 : 0.000101979222334 -> Sukkur, Pakistan
1732 : 0.000101972619629 -> Tambolaka Airport, Indonesia
1733 : 0.000101959136489 -> Wynyard Airport, Australia
1734 : 0.000101881913689 -> Dnipropetrovsk Intl, Ukraine
1735 : 0.000101874693502 -> Maturin, Venezuela
1736 : 0.00010182182727 -> Goleniow, Poland
1737 : 0.000101635166598 -> Tri State Milton J Ferguson Field, United States
1738 : 0.000101610804949 -> Zenata, Algeria
1739 : 0.000101445734879 -> Mariscal Lamar, Ecuador
1740 : 0.00010141462761 -> Sulaymaniyah International Airport, Iraq
1741 : 0.000101400393648 -> Charlottesville-Albemarle, United States
1742 : 0.000101312188746 -> Heringsdorf Airport, Germany
1743 : 0.000101294854917 -> Aitutaki, Cook Islands
1744 : 0.000101289853229 -> Yibin, China
1745 : 0.000101116581794 -> Pelotas, Brazil
1746 : 0.000101008805474 -> Aswan Intl, Egypt
1747 : 0.000100977519918 -> Udaipur, India
1748 : 0.000100848224316 -> Ayers Rock, Australia
1749 : 0.000100713974418 -> Takamatsu, Japan
1750 : 0.000100669268567 -> Morondava, Madagascar
1751 : 0.000100662575617 -> Yulin Airport, China
1752 : 0.00010065270839 -> Uytash, Russia
1753 : 0.000100650227246 -> Jiamusi Airport, China
1754 : 0.000100598353757 -> Sari Dasht E Naz Airport, Iran
1755 : 0.000100579833533 -> Ulaangom Airport, Mongolia
1756 : 0.000100578784355 -> Bauru-Arealva, Brazil
1757 : 0.000100346313288 -> Vilankulo, Mozambique
1758 : 0.000100294490867 -> Kapalua, United States
1759 : 0.000100118307125 -> Ogoki Post Airport, Canada
1760 : 0.000100089578262 -> Geraldton Greenstone Regional, Canada
1761 : 0.000100084945412 -> Hughes Airport, United States
1762 : 0.000100041038757 -> Pueblo Memorial, United States
1763 : 0.000100019605852 -> Tana Toraja Airport, Indonesia
1764 : 0.000100019605852 -> Long Apung Airport, Indonesia
1765 : 9.99727432353e-05 -> Marshall Islands Intl, Marshall Islands
1766 : 9.98815990234e-05 -> Vias, France
1767 : 9.98250776723e-05 -> Kasane, Botswana
1768 : 9.97119868791e-05 -> Kallax, Sweden
1769 : 9.96490802103e-05 -> Playa De Oro Intl, Mexico
1770 : 9.95861561606e-05 -> Kengtung, Burma
1771 : 9.9573970485e-05 -> Zweibruecken, Germany
1772 : 9.95721081669e-05 -> Francisco De Orellana, Ecuador
1773 : 9.94666148599e-05 -> Kushiro Airport, Japan
1774 : 9.93917398362e-05 -> Coen Airport, Australia
1775 : 9.93168882435e-05 -> Chuuk Intl, Micronesia
1776 : 9.92335913536e-05 -> Sao Pedro, Cape Verde
1777 : 9.91048204534e-05 -> Xoxocotlan Intl, Mexico
1778 : 9.90579795626e-05 -> Urgench Airport, Uzbekistan
1779 : 9.89487959466e-05 -> Jalaluddin, Indonesia
1780 : 9.88937960609e-05 -> Ängelholm-Helsingborg Airport, Sweden
1781 : 9.88904908725e-05 -> Padre Aldamiz, Peru
1782 : 9.88482779192e-05 -> Saarbrucken, Germany
1783 : 9.87824095216e-05 -> Altamira, Brazil
1784 : 9.85862682347e-05 -> Vinh Airport, Vietnam
1785 : 9.85171456265e-05 -> Cheddi Jagan Intl, Guyana
1786 : 9.84938105157e-05 -> Valladolid, Spain
1787 : 9.84665137877e-05 -> North Ronaldsay Airport, United Kingdom
1788 : 9.84665137877e-05 -> Westray Airport, United Kingdom
1789 : 9.8424365306e-05 -> Turku, Finland
1790 : 9.84188602568e-05 -> North Platte Regional Airport Lee Bird Field, United States
1791 : 9.83644211004e-05 -> Sainte Marie, Madagascar
1792 : 9.83030998505e-05 -> Mc Allen Miller Intl, United States
1793 : 9.82820092532e-05 -> Sialkot Airport, Pakistan
1794 : 9.81854081111e-05 -> Mwanza, Tanzania
1795 : 9.81716800902e-05 -> Gander Intl, Canada
1796 : 9.80917838471e-05 -> San Cristóbal Airport, Ecuador
1797 : 9.80506625704e-05 -> Ahe Airport, French Polynesia
1798 : 9.77679623409e-05 -> Lar Airport, Iran
1799 : 9.7559830564e-05 -> Marcillac, France
1800 : 9.75352476786e-05 -> Valan, Norway
1801 : 9.74279395097e-05 -> Antsirabato, Madagascar
1802 : 9.74082991078e-05 -> Minacu Airport, Brazil
1803 : 9.73735776804e-05 -> Al Najaf International Airport, Iraq
1804 : 9.73207615331e-05 -> Huron Rgnl, United States
1805 : 9.7174083974e-05 -> Bartolomeu Lisandro, Brazil
1806 : 9.71376529953e-05 -> Begishevo, Russia
1807 : 9.70717272185e-05 -> Xilinhot Airport, China
1808 : 9.66919298205e-05 -> Pakse, Laos
1809 : 9.66018608818e-05 -> Pantelleria, Italy
1810 : 9.65825763502e-05 -> Qiqihar Sanjiazi Airport, China
1811 : 9.65447362718e-05 -> Capital City, United States
1812 : 9.64472452807e-05 -> Kamloops, Canada
1813 : 9.63894026078e-05 -> Vieques Airport, Puerto Rico
1814 : 9.62360786871e-05 -> Gulfport-Biloxi, United States
1815 : 9.62347341732e-05 -> Hermanos Serdan Intl, Mexico
1816 : 9.61120069117e-05 -> Niagara Falls Intl, United States
1817 : 9.60822188809e-05 -> Laredo Intl, United States
1818 : 9.60028762089e-05 -> Annaba, Algeria
1819 : 9.59394645555e-05 -> Paro, Bhutan
1820 : 9.58975841893e-05 -> Leh, India
1821 : 9.58738316425e-05 -> General Lucio Blanco Intl, Mexico
1822 : 9.58297168357e-05 -> Cachimbo, Brazil
1823 : 9.58159502258e-05 -> Heilongjiang Mohe Airport, China
1824 : 9.58064781347e-05 -> Galcaio Airport, Somalia
1825 : 9.57221724072e-05 -> Le Palyvestre, France
1826 : 9.56508528242e-05 -> Bangor Intl, United States
1827 : 9.55918935233e-05 -> Banak, Norway
1828 : 9.55324493768e-05 -> Worland Municipal Airport, United States
1829 : 9.55045827907e-05 -> Simon Bolivar, Colombia
1830 : 9.54670237027e-05 -> Tambor Airport, Costa Rica
1831 : 9.54670237027e-05 -> Drake Bay Airport, Costa Rica
1832 : 9.53228931524e-05 -> Pichoy, Chile
1833 : 9.52783676751e-05 -> Udon Thani, Thailand
1834 : 9.5198183891e-05 -> Atiu Island Airport, Cook Islands
1835 : 9.50581611291e-05 -> Turbat International Airport, Pakistan
1836 : 9.48907860906e-05 -> Levaldigi, Italy
1837 : 9.48365608036e-05 -> Alma Airport, Canada
1838 : 9.46288924722e-05 -> Nosara, Costa Rica
1839 : 9.44465671519e-05 -> Yacuiba, Bolivia
1840 : 9.44411480297e-05 -> Tasiilaq, Greenland
1841 : 9.42661832072e-05 -> Almirante Zar, Argentina
1842 : 9.4174487463e-05 -> El Calafate, Argentina
1843 : 9.41359332654e-05 -> Lubeck Blankensee, Germany
1844 : 9.40500063433e-05 -> Governador Valadares Airport, Brazil
1845 : 9.39595157532e-05 -> Wolter Monginsidi, Indonesia
1846 : 9.37886141977e-05 -> Victoria Falls Intl, Zimbabwe
1847 : 9.37171635791e-05 -> Sultan Thaha, Indonesia
1848 : 9.36859711074e-05 -> Marina Di Campo, Italy
1849 : 9.36686014825e-05 -> Kochi, Japan
1850 : 9.35622103535e-05 -> Mobile Rgnl, United States
1851 : 9.35270554844e-05 -> Depati Amir, Indonesia
1852 : 9.35240293257e-05 -> Long Akah Airport, Malaysia
1853 : 9.35240293257e-05 -> Bario Airport, Malaysia
1854 : 9.35240293257e-05 -> Long Seridan Airport, Malaysia
1855 : 9.35240293257e-05 -> Long Lellang Airport, Malaysia
1856 : 9.34653359177e-05 -> Albury, Australia
1857 : 9.34396614084e-05 -> Los Garzones, Colombia
1858 : 9.34396614084e-05 -> Perales, Colombia
1859 : 9.33612269199e-05 -> Eglin Afb, United States
1860 : 9.33369473896e-05 -> Radin Inten II (Branti) Airport, Indonesia
1861 : 9.33102449475e-05 -> Fort Frances Municipal Airport, Canada
1862 : 9.32891133652e-05 -> Cheongju International Airport, South Korea
1863 : 9.31478027124e-05 -> Palmar Sur, Costa Rica
1864 : 9.31355475292e-05 -> Hodeidah Intl, Yemen
1865 : 9.307345607e-05 -> Soummam, Algeria
1866 : 9.30701111494e-05 -> Capitan Corbeta C A Curbelo International Airport, Uruguay
1867 : 9.30701111494e-05 -> San Juan, Argentina
1868 : 9.30701111494e-05 -> Teniente Benjamin Matienzo, Argentina
1869 : 9.30167690638e-05 -> Daegu Ab, South Korea
1870 : 9.29877607585e-05 -> Merimbula Airport, Australia
1871 : 9.29430699594e-05 -> Sogndal Airport, Norway
1872 : 9.27132935946e-05 -> Tomsk Bogashevo Airport, Russia
1873 : 9.26800425807e-05 -> Svartnes Airport, Norway
1874 : 9.25817845537e-05 -> Diyarbakir, Turkey
1875 : 9.25817845537e-05 -> Elazig, Turkey
1876 : 9.25288525723e-05 -> Austin Straubel Intl, United States
1877 : 9.24443615347e-05 -> Obando Airport, Colombia
1878 : 9.24443615347e-05 -> Puerto Carreno, Colombia
1879 : 9.21870195284e-05 -> Ardabil Airport, Iran
1880 : 9.21078803686e-05 -> Cabo Frio International Airport, Brazil
1881 : 9.2063055518e-05 -> Circle City Airport, United States
1882 : 9.2063055518e-05 -> Minto Airport, United States
1883 : 9.18555083938e-05 -> Napier, New Zealand
1884 : 9.18555083938e-05 -> Woodbourne, New Zealand
1885 : 9.18555083938e-05 -> Tauranga, New Zealand
1886 : 9.18555083938e-05 -> New Plymouth, New Zealand
1887 : 9.18422843612e-05 -> Stony River 2 Airport, United States
1888 : 9.18103245473e-05 -> Dipolog, Philippines
1889 : 9.17755982113e-05 -> Quesnel, Canada
1890 : 9.16268164123e-05 -> Major Brigadeiro Trompowsky, Brazil
1891 : 9.15623506866e-05 -> Milingimbi Airport, Australia
1892 : 9.15623506866e-05 -> Elcho Island Airport, Australia
1893 : 9.15165315532e-05 -> Kruger Mpumalanga International Airport, South Africa
1894 : 9.14325589977e-05 -> Fort Simpson, Canada
1895 : 9.13518297413e-05 -> Liege, Belgium
1896 : 9.1256053247e-05 -> Lewiston Nez Perce Co, United States
1897 : 9.12219269428e-05 -> City of Derry, United Kingdom
1898 : 9.11228853912e-05 -> Røst Airport, Norway
1899 : 9.11081106856e-05 -> Paulatuk, Canada
1900 : 9.11081106856e-05 -> Tuktoyaktuk, Canada
1901 : 9.10631763294e-05 -> Metz Nancy Lorraine, France
1902 : 9.10394593846e-05 -> Łódź Władysław Reymont Airport, Poland
1903 : 9.10078756845e-05 -> Wilmington Intl, United States
1904 : 9.08029930638e-05 -> Aomori, Japan
1905 : 9.07725918905e-05 -> Moranbah Airport, Australia
1906 : 9.07471433857e-05 -> Goodnews Airport, United States
1907 : 9.07471433857e-05 -> Marshall Don Hunter Sr. Airport, United States
1908 : 9.07051958145e-05 -> La Roche, France
1909 : 9.06771518923e-05 -> Isafjordur, Iceland
1910 : 9.06771518923e-05 -> Egilsstadir, Iceland
1911 : 9.06771518923e-05 -> Akureyri, Iceland
1912 : 9.04907433679e-05 -> Jodhpur, India
1913 : 9.03188297991e-05 -> Stornoway, United Kingdom
1914 : 9.02399705621e-05 -> Campo Alegre Airport, Brazil
1915 : 9.02381168775e-05 -> Pau Pyrenees, France
1916 : 9.01917576048e-05 -> Branson LLC, United States
1917 : 9.01422258414e-05 -> Nain Airport, Canada
1918 : 9.01247782417e-05 -> Poplar Hill Airport, Canada
1919 : 9.00376546959e-05 -> Ignacio Agramonte Intl, Cuba
1920 : 9.00356820312e-05 -> Amarais Airport, Brazil
1921 : 9.00103402999e-05 -> Camilo Daza, Colombia
1922 : 8.99840396951e-05 -> Basrah Intl, Iraq
1923 : 8.99290318492e-05 -> Ukhta, Russia
1924 : 8.97590636452e-05 -> Smithers, Canada
1925 : 8.97464201698e-05 -> Valle Del Fuerte Intl, Mexico
1926 : 8.94866699234e-05 -> Lanseria, South Africa
1927 : 8.94265935918e-05 -> Pormpuraaw Airport, Australia
1928 : 8.94265935918e-05 -> Kowanyama Airport, Australia
1929 : 8.94095432761e-05 -> Roberval, Canada
1930 : 8.93432476945e-05 -> Capitán Av. Selin Zeitun Lopez Airport, Bolivia
1931 : 8.91905626912e-05 -> Grand Forks Intl, United States
1932 : 8.91779899692e-05 -> Fort Hope Airport, Canada
1933 : 8.90883205062e-05 -> Osmany Intl, Bangladesh
1934 : 8.90066624057e-05 -> Presidente Joao Suassuna, Brazil
1935 : 8.8905966278e-05 -> Arenal Airport, Costa Rica
1936 : 8.8848709811e-05 -> Bloemfontein Intl, South Africa
1937 : 8.86429139684e-05 -> Durango Intl, Mexico
1938 : 8.85947419764e-05 -> Kostanay West Airport, Kazakhstan
1939 : 8.83914182502e-05 -> Astrakhan, Russia
1940 : 8.83706432866e-05 -> Melilla, Spain
1941 : 8.83353287528e-05 -> Quelimane, Mozambique
1942 : 8.82411450481e-05 -> Eday Airport, United Kingdom
1943 : 8.82107496986e-05 -> George, South Africa
1944 : 8.81773884069e-05 -> Sale, Morocco
1945 : 8.80715196304e-05 -> Ciudad del Este, Paraguay
1946 : 8.80457801886e-05 -> Pavlodar, Kazakhstan
1947 : 8.80111655219e-05 -> San Luis, Argentina
1948 : 8.79915511601e-05 -> Diqing Airport, China
1949 : 8.79063792183e-05 -> Vunisea Airport, Fiji
1950 : 8.79063792183e-05 -> Labasa Airport, Fiji
1951 : 8.78770346939e-05 -> Corvo Airport, Portugal
1952 : 8.78690068134e-05 -> Leros, Greece
1953 : 8.78594332032e-05 -> Tenakee Seaplane Base, United States
1954 : 8.78594332032e-05 -> Elfin Cove Seaplane Base, United States
1955 : 8.78169809118e-05 -> Goroka, Papua New Guinea
1956 : 8.77976415627e-05 -> Dali, China
1957 : 8.77943472244e-05 -> Granada, Spain
1958 : 8.76254354596e-05 -> Presidente Nicolau Lobato Intl, East Timor
1959 : 8.76249922533e-05 -> Bismarck Municipal Airport, United States
1960 : 8.76249922533e-05 -> Minot Intl, United States
1961 : 8.7446203744e-05 -> Molokai, United States
1962 : 8.74135821163e-05 -> In Salah, Algeria
1963 : 8.73085444602e-05 -> William R Fairchild International Airport, United States
1964 : 8.72387262339e-05 -> Mudanjiang, China
1965 : 8.71665350515e-05 -> Fergana Airport, Uzbekistan
1966 : 8.71161278028e-05 -> Mario Ribeiro, Brazil
1967 : 8.69881961361e-05 -> Barnaul, Russia
1968 : 8.68254956934e-05 -> St Pierre, Saint Pierre and Miquelon
1969 : 8.68117512221e-05 -> Tri-Cities Regional Airport, United States
1970 : 8.67111133149e-05 -> Marsa Alam Intl, Egypt
1971 : 8.66050879414e-05 -> Buon Ma Thuot Airport, Vietnam
1972 : 8.65233120994e-05 -> Perugia, Italy
1973 : 8.64714344126e-05 -> Dubbo, Australia
1974 : 8.62782919812e-05 -> General Leobardo C Ruiz Intl, Mexico
1975 : 8.62648266774e-05 -> Tavaux, France
1976 : 8.62155674328e-05 -> Loreto Intl, Mexico
1977 : 8.61687353543e-05 -> Wuhai, China
1978 : 8.61528015108e-05 -> Rurrenabaque Airport, Bolivia
1979 : 8.61425189964e-05 -> Choiseul Bay Airport, Solomon Islands
1980 : 8.61425189964e-05 -> Ballalae Airport, Solomon Islands
1981 : 8.61425189964e-05 -> Kagau Island Airport, Solomon Islands
1982 : 8.5993609055e-05 -> Labuan, Malaysia
1983 : 8.59571307674e-05 -> Lubango, Angola
1984 : 8.5915368643e-05 -> Emerald, Australia
1985 : 8.57836123687e-05 -> Buka Airport, Papua New Guinea
1986 : 8.57836123687e-05 -> Kavieng Airport, Papua New Guinea
1987 : 8.55110792923e-05 -> Churchill Falls Airport, Canada
1988 : 8.5460071379e-05 -> Grande Prairie, Canada
1989 : 8.54416956906e-05 -> Luzhou Airport, China
1990 : 8.54228406776e-05 -> Dachuan Airport, China
1991 : 8.53651552942e-05 -> Aracatuba, Brazil
1992 : 8.53612866236e-05 -> Ukunda Airport, Kenya
1993 : 8.53612866236e-05 -> Amboseli Airport, Kenya
1994 : 8.53589616714e-05 -> Queretaro Intercontinental, Mexico
1995 : 8.52848527386e-05 -> Van, Turkey
1996 : 8.51553349136e-05 -> Nea Anchialos, Greece
1997 : 8.51306072033e-05 -> Pilot Point Airport, United States
1998 : 8.51306072033e-05 -> Egegik Airport, United States
1999 : 8.51306072033e-05 -> Chignik Lake Airport, United States
2000 : 8.51306072033e-05 -> Levelock Airport, United States
2001 : 8.51306072033e-05 -> Port Heiden Airport, United States
2002 : 8.5124084088e-05 -> Duluth Intl, United States
2003 : 8.51236392268e-05 -> Reggio Calabria, Italy
2004 : 8.51159821491e-05 -> Bydgoszcz Ignacy Jan Paderewski Airport, Poland
2005 : 8.50470492091e-05 -> Hovden, Norway
2006 : 8.50439439747e-05 -> Tumling Tar, Nepal
2007 : 8.50439439747e-05 -> Biratnagar, Nepal
2008 : 8.49642136678e-05 -> Sayun International Airport, Yemen
2009 : 8.49488557177e-05 -> Aarhus, Denmark
2010 : 8.48149523073e-05 -> Illizi Takhamalt, Algeria
2011 : 8.45588522447e-05 -> Miyako, Japan
2012 : 8.45517860651e-05 -> Fukue, Japan
2013 : 8.45204672196e-05 -> Changde Airport, China
2014 : 8.44785046514e-05 -> Kuantan, Malaysia
2015 : 8.44782848676e-05 -> Lincoln, United States
2016 : 8.44385574401e-05 -> Nanyang Airport, China
2017 : 8.44231827754e-05 -> Eloy Alfaro Intl, Ecuador
2018 : 8.43251878607e-05 -> Mazamet, France
2019 : 8.43179954083e-05 -> Takotna Airport, United States
2020 : 8.43179954083e-05 -> Nikolai Airport, United States
2021 : 8.42940111354e-05 -> Jujuy, Argentina
2022 : 8.4260372808e-05 -> Hualien, Taiwan
2023 : 8.42283918344e-05 -> Allahabad, India
2024 : 8.42260588803e-05 -> Bugulma Airport, Russia
2025 : 8.42037222216e-05 -> Hasvik, Norway
2026 : 8.40967942756e-05 -> In Amenas, Algeria
2027 : 8.40542886689e-05 -> Guangyuan Airport, China
2028 : 8.38999847876e-05 -> Tajin, Mexico
2029 : 8.37268583549e-05 -> Crown Point, Trinidad and Tobago
2030 : 8.37064519395e-05 -> Los Colonizadores Airport, Colombia
2031 : 8.37064519395e-05 -> Tame, Colombia
2032 : 8.36673538847e-05 -> Port Lions Airport, United States
2033 : 8.35174746892e-05 -> Surat Thani, Thailand
2034 : 8.34048685232e-05 -> Changbaishan Airport, China
2035 : 8.33756716637e-05 -> Arvidsjaur, Sweden
2036 : 8.33334619567e-05 -> Inhambane, Mozambique
2037 : 8.31253776253e-05 -> Asyut International Airport, Egypt
2038 : 8.3119286569e-05 -> Mekoryuk Airport, United States
2039 : 8.30774293201e-05 -> Piedras Negras Intl, Mexico
2040 : 8.30293886355e-05 -> Baton Rouge Metro Ryan Fld, United States
2041 : 8.30089243102e-05 -> Kvernberget, Norway
2042 : 8.29522198944e-05 -> Santa Rosa, Argentina
2043 : 8.29092184642e-05 -> Meadows Fld, United States
2044 : 8.28511925157e-05 -> Hotan, China
2045 : 8.28191961841e-05 -> Corpus Christi Intl, United States
2046 : 8.27805463289e-05 -> Virgin Gorda Airport, British Virgin Islands
2047 : 8.27105961525e-05 -> Gerrard Smith Intl, Cayman Islands
2048 : 8.2374480522e-05 -> Lauro Carneiro De Loyola, Brazil
2049 : 8.23150217869e-05 -> Sultan Mahmud, Malaysia
2050 : 8.23150217869e-05 -> Sultan Abdul Halim, Malaysia
2051 : 8.22428277753e-05 -> Uralsk, Kazakhstan
2052 : 8.22289125514e-05 -> Araguaina Airport, Brazil
2053 : 8.22092946306e-05 -> Campo Dos Bugres, Brazil
2054 : 8.21669634998e-05 -> Erfurt, Germany
2055 : 8.20222704426e-05 -> Chuathbaluk Airport, United States
2056 : 8.19558462241e-05 -> Konya, Turkey
2057 : 8.19481504114e-05 -> Ryum Airport, Norway
2058 : 8.17526831629e-05 -> North Whale Seaplane Base, United States
2059 : 8.17526831629e-05 -> Port Protection Seaplane Base, United States
2060 : 8.17501297309e-05 -> General Rivadeneira Airport, Ecuador
2061 : 8.17487439978e-05 -> Rio Grande, Brazil
2062 : 8.17362143021e-05 -> Parkes Airport, Australia
2063 : 8.17362143021e-05 -> Narrandera Airport, Australia
2064 : 8.17362143021e-05 -> Griffith Airport, Australia
2065 : 8.17362143021e-05 -> Bathurst Airport, Australia
2066 : 8.16906874122e-05 -> Port Sudan New International Airport, Sudan
2067 : 8.16038873195e-05 -> Grafton Airport, Australia
2068 : 8.15789734978e-05 -> Sde Dov, Israel
2069 : 8.1516118239e-05 -> Kapuskasing, Canada
2070 : 8.14559473096e-05 -> Antonio Narino, Colombia
2071 : 8.13948854003e-05 -> Cocos Keeling Island Airport, Cocos (Keeling) Islands
2072 : 8.13090209023e-05 -> Sydney, Canada
2073 : 8.12110253439e-05 -> Sinop Airport, Brazil
2074 : 8.11599784369e-05 -> Toledo, United States
2075 : 8.09858089921e-05 -> Chiang Rai Intl, Thailand
2076 : 8.09449137757e-05 -> Josefa Camejo, Venezuela
2077 : 8.09330177131e-05 -> Dehradun, India
2078 : 8.0882220484e-05 -> Zhob, Pakistan
2079 : 8.08805394725e-05 -> Fayetteville Regional Grannis Field, United States
2080 : 8.08178266135e-05 -> Bayankhongor Airport, Mongolia
2081 : 8.08178266135e-05 -> Altai Airport, Mongolia
2082 : 8.08124716313e-05 -> Misima Island Airport, Papua New Guinea
2083 : 8.08124716313e-05 -> Losuia Airport, Papua New Guinea
2084 : 8.07883276202e-05 -> Vilo Acuna Intl, Cuba
2085 : 8.0782158726e-05 -> Port Macquarie Airport, Australia
2086 : 8.07391008315e-05 -> King Abdullah Bin Abdulaziz, Saudi Arabia
2087 : 8.06971416333e-05 -> New Castle, United States
2088 : 8.05317066043e-05 -> Kandahar, Afghanistan
2089 : 8.02850969698e-05 -> Governors Harbour, Bahamas
2090 : 8.02789670661e-05 -> Chios, Greece
2091 : 8.02142696297e-05 -> Cloncurry Airport, Australia
2092 : 8.01283452359e-05 -> E T Joshua, Saint Vincent and the Grenadines
2093 : 8.01026578402e-05 -> Mulu, Malaysia
2094 : 8.00784333864e-05 -> Izhevsk Airport, Russia
2095 : 8.00039668177e-05 -> Vadodara, India
2096 : 8.00039668177e-05 -> Aurangabad, India
2097 : 7.98901652902e-05 -> Vijayawada, India
2098 : 7.96812511816e-05 -> Fatmawati Soekarno, Indonesia
2099 : 7.95108176809e-05 -> Trà Nóc Airport, Vietnam
2100 : 7.94203969458e-05 -> Amaury Feitosa Tomaz Airport, Brazil
2101 : 7.93423044082e-05 -> Ravensthorpe Airport, Australia
